rounddate,sf1696,sf172e,sf1663,sf1743,sf1738,sf1710,sf1739,sf1659,sf166c,sf164E,sf1762,Tair,RH,VPD,SM,Wspeed,Wdir,TotRain,solarkW,meanWP,wpsd
2024-01-24T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.26,30.15,2.851143211,-1282.5,2.108,68.87,0,0.9,NA,NA
2024-01-24T09:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.79,28,3.030271469,-1226.5,2.284,332,0,0.954,NA,NA
2024-01-24T10:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.88,27.26,3.259153727,-1151.5,2.523,100.5,0,0.993,NA,NA
2024-01-24T10:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.55,24.86,3.497867437,-1094.333333,1.908,94,0,1.017,NA,NA
2024-01-24T11:00:00Z,0.542372881,NA,NA,NA,NA,NA,NA,NA,0.163540164,NA,NA,32.48,20.42,3.905205548,-1018.5,1.803,16.46,0,1.034,NA,NA
2024-01-24T11:30:00Z,0.542372881,NA,0.272727273,NA,NA,NA,0.875,NA,0.081770082,NA,NA,33.6,26.17,3.858822044,-955.1666667,2.222,195.8,0,1.018,NA,NA
2024-01-24T12:00:00Z,0.338983051,NA,-0.090909091,NA,NA,NA,-0.784482759,-0.35860231,0.490620491,NA,NA,31.66,29.47,3.303875814,-885.3833333,3.466,225.5,0,1.003,NA,NA
2024-01-24T12:30:00Z,0.271186441,-0.727272727,0.409090909,NA,NA,NA,-0.24137931,-0.204915606,0.163540164,NA,NA,31.07,28.98,3.216830353,-822.3,3.57,175.1,0,0.979,NA,NA
2024-01-24T13:00:00Z,0.203389831,-0.606060606,0.636363636,NA,NA,NA,0.422413793,0.204915606,0.981240981,NA,NA,31.13,30.23,3.171057297,-775.4833333,3.553,216.8,0,0.927,NA,NA
2024-01-24T13:30:00Z,0.271186441,-0.848484848,0.5,NA,NA,NA,0.060344828,-0.025614451,0.327080327,NA,NA,30.91,31.48,3.075345854,-736.1,3.812,218.8,0,0.86,NA,NA
2024-01-24T14:00:00Z,0.406779661,NA,0.818181818,NA,NA,NA,0.150862069,-0.102457803,0.735930736,NA,NA,30.71,32.58,2.991542517,-703.7166667,3.622,231.5,0,0.783,NA,NA
2024-01-24T14:30:00Z,0.338983051,-0.787878788,0.727272727,NA,NA,NA,0,-0.076843352,0.899470899,NA,NA,30.38,33.21,2.908044603,-685.7333333,3.629,220.3,0,0.695,NA,NA
2024-01-24T15:00:00Z,0.271186441,-0.848484848,0.636363636,NA,NA,NA,0.24137931,0,0.735930736,NA,NA,29.78,33.88,2.781195329,-674.1333333,3.569,226.1,0,0.603,NA,NA
2024-01-24T15:30:00Z,0.13559322,-0.848484848,0.181818182,NA,NA,NA,0.120689655,-0.204915606,0.408850409,NA,NA,29.01,37.61,2.510022367,-667.3166667,3.702,192.7,0,0.486,NA,NA
2024-01-24T16:00:00Z,-0.13559322,-0.96969697,0.227272727,NA,NA,NA,-0.060344828,-0.256144507,0.531505532,NA,NA,27.89,40.33,2.249032769,-670.0166667,3.672,211.8,0,0.336,NA,NA
2024-01-24T16:30:00Z,-0.406779661,-0.727272727,0.090909091,NA,NA,NA,-0.331896552,-0.461060113,0.490620491,NA,NA,26.61,44.54,1.938921832,-680.6666667,3.663,213.6,0,0.181,NA,NA
2024-01-24T17:00:00Z,-0.406779661,-0.727272727,0.363636364,NA,NA,NA,-0.301724138,-0.307373408,0.572390572,NA,NA,25.27,45.36,1.764267581,-698.85,3.956,183.8,0,0.107,NA,NA
2024-01-24T17:30:00Z,-0.13559322,-0.727272727,0.318181818,NA,NA,NA,-0.301724138,-0.307373408,0.286195286,NA,NA,24.54,46.78,1.645025686,-727.6333333,3.35,188.3,0,0.053,NA,NA
2024-01-24T18:00:00Z,NA,-0.424242424,0.272727273,NA,NA,NA,-0.24137931,-0.256144507,0.081770082,NA,NA,23.71,46.75,1.565805236,-755.55,3.046,193.3,0,0.008,NA,NA
2024-01-24T18:30:00Z,NA,-0.363636364,0.318181818,NA,NA,NA,-0.24137931,-0.179301155,0.081770082,NA,NA,23.28,47.36,1.508164836,-792,3.028,208.1,0,0,NA,NA
2024-01-24T19:00:00Z,NA,-0.363636364,0.272727273,NA,NA,NA,-0.120689655,-0.153686704,NA,NA,NA,22.78,49.46,1.404751722,-829.55,2.777,229.8,0,0,NA,NA
2024-01-24T19:30:00Z,NA,-0.242424242,0.272727273,NA,NA,NA,NA,-0.153686704,NA,NA,NA,22.43,49.84,1.364815986,-862.0666667,3.222,210.4,0,0,NA,NA
2024-01-24T20:00:00Z,NA,-0.242424242,0.363636364,NA,NA,NA,NA,-0.179301155,NA,NA,NA,21.97,50.25,1.316188263,-902,2.862,304.8,0,0,NA,NA
2024-01-24T20:30:00Z,NA,-0.242424242,0.272727273,NA,NA,NA,NA,-0.153686704,NA,NA,NA,21.65,49.59,1.307781811,-935.5,1.747,110,0,0,NA,NA
2024-01-24T21:00:00Z,NA,-0.242424242,0.318181818,NA,NA,NA,NA,-0.102457803,NA,NA,NA,21.37,51.5,1.236802257,-960.6666667,1.3,220.1,0,0,NA,NA
2024-01-24T21:30:00Z,NA,-0.242424242,0.181818182,NA,NA,NA,NA,-0.307373408,NA,NA,NA,21.09,52.37,1.193886677,-991.1666667,0.783,266.9,0,0,NA,NA
2024-01-24T22:30:00Z,NA,0,0.318181818,NA,NA,NA,NA,-0.204915606,NA,NA,NA,19.2,58.12,0.933695483,-1047.666667,0.604,257.7,0,0,NA,NA
2024-01-24T23:00:00Z,NA,-0.060606061,0.363636364,NA,NA,NA,NA,-0.102457803,NA,NA,NA,18.8,61.79,0.830828909,-1066.5,0.648,283.3,0,0,NA,NA
2024-01-24T23:30:00Z,NA,-0.242424242,0.272727273,NA,NA,NA,NA,0,NA,NA,NA,18.38,58.76,0.873393445,-1086.333333,0.476,259.9,0,0,NA,NA
2024-01-25T00:00:00Z,NA,-0.121212121,0.409090909,NA,NA,NA,NA,-0.102457803,NA,NA,NA,18.92,56.76,0.947290028,-1109.666667,0.336,229.5,0,0,NA,NA
2024-01-25T00:30:00Z,NA,0,0.454545455,NA,NA,NA,NA,0.051228901,NA,NA,NA,19.12,58.37,0.923495672,-1129.5,0.641,265.9,0,0,NA,NA
2024-01-25T01:00:00Z,NA,-0.121212121,0.409090909,NA,NA,NA,NA,-0.025614451,NA,NA,NA,18.81,56.25,0.951885317,-1146.833333,0.701,272.2,0,0,NA,NA
2024-01-25T01:30:00Z,NA,-0.060606061,0.363636364,NA,NA,NA,NA,0.051228901,NA,NA,NA,18.85,54.87,0.984373078,-1160.5,0.507,251.9,0,0,NA,NA
2024-01-25T02:00:00Z,NA,0,0.454545455,NA,NA,NA,NA,0,NA,NA,NA,19.36,51.23,1.098215582,-1174.666667,0.757,278.6,0,0,NA,NA
2024-01-25T02:30:00Z,NA,0.121212121,0.409090909,NA,NA,NA,NA,0.051228901,NA,NA,NA,19.42,52.43,1.07520858,-1189.666667,0.824,216.6,0,0,NA,NA
2024-01-25T03:00:00Z,NA,0.060606061,0.363636364,NA,NA,NA,0.060344828,-0.051228901,0.163540164,NA,NA,19.34,54.16,1.030950262,-1205,0.951,219.3,0,0,NA,NA
2024-01-25T03:30:00Z,NA,-0.121212121,0.454545455,NA,NA,NA,-0.060344828,0.025614451,0.408850409,NA,NA,19.01,54.49,1.002649583,-1219.333333,0.884,223.4,0,0,NA,NA
2024-01-25T04:00:00Z,NA,0.060606061,0.454545455,NA,NA,NA,0,0,0.163540164,NA,NA,18.72,55.49,0.962975717,-1236.166667,0.803,249.2,0,0.002,NA,NA
2024-01-25T04:30:00Z,NA,0.242424242,0.545454545,NA,NA,NA,0.181034483,0.153686704,0.163540164,NA,NA,18.74,54.19,0.992344265,-1252.166667,0.853,213.2,0,0.03,NA,NA
2024-01-25T05:00:00Z,NA,0.727272727,0.727272727,NA,NA,NA,0.482758621,0.717204619,0.204425204,NA,NA,20.73,49.07,1.248592396,-1265.333333,0.923,204.2,0,0.126,NA,NA
2024-01-25T05:30:00Z,NA,0.909090909,0.818181818,NA,NA,NA,0.724137931,0.819662422,0.654160654,NA,NA,24.07,39.28,1.82460896,-1275.666667,0.202,48.62,0,0.236,NA,NA
2024-01-25T06:00:00Z,NA,0.484848485,0.681818182,NA,NA,NA,0.543103448,0.896505774,0.899470899,NA,NA,25.7,37.29,2.077341163,-1274,0.536,27.39,0,0.35,NA,NA
2024-01-25T06:30:00Z,NA,0.303030303,0.909090909,NA,NA,NA,0.603448276,0.665975718,0.981240981,NA,NA,25.87,35.26,2.166352054,-1286.666667,1.334,42.28,0,0.462,NA,NA
2024-01-25T07:00:00Z,NA,0.606060606,0.909090909,NA,NA,NA,0.573275862,0.589132366,0.735930736,NA,NA,26.6,32.59,2.355311658,-1324.666667,1.48,61.5,0,0.575,NA,NA
2024-01-25T07:30:00Z,NA,0.363636364,1,NA,NA,NA,0.603448276,0.307373408,0.858585859,NA,NA,27.9,28.69,2.689330075,-1303.333333,0.869,43.33,0,0.673,NA,NA
2024-01-25T08:00:00Z,NA,0.121212121,1,NA,NA,NA,0.724137931,0.717204619,0.572390572,NA,NA,29.23,8.43,3.731226804,-1294,1.977,281.2,0,0.768,NA,NA
2024-01-25T08:30:00Z,NA,-0.606060606,0.863636364,NA,NA,NA,0.603448276,0.409831211,0.735930736,NA,NA,30.47,9.37,3.966473251,-1254.833333,3.601,265.6,0,0.86,NA,NA
2024-01-25T09:00:00Z,NA,-0.484848485,0.909090909,NA,NA,NA,0.362068966,0.307373408,0.572390572,NA,NA,30.65,8.04,4.066426373,-1159,4.774,314.9,0,0.924,NA,NA
2024-01-25T09:30:00Z,NA,-0.121212121,1,NA,NA,NA,0.482758621,0.38421676,0.735930736,NA,NA,31.28,7.62,4.2347731,-1108,4.608,263.1,0,0.979,NA,NA
2024-01-25T10:00:00Z,NA,-0.484848485,1.045454545,NA,NA,NA,0.663793103,0.102457803,0.981240981,NA,NA,31.64,8.64,4.274762216,-1068.666667,5.809,335.1,0,1.018,NA,NA
2024-01-25T10:30:00Z,NA,-0.303030303,1.090909091,NA,NA,NA,0.24137931,0.153686704,1.063011063,NA,NA,31.38,8.13,4.235469032,-1026,6.298,311.6,0,1.04,NA,NA
2024-01-25T11:00:00Z,NA,-0.484848485,0.590909091,NA,NA,NA,0.392241379,0.281758958,0.654160654,NA,NA,31.62,8.69,4.267565366,-971.8333333,6.558,309.1,0,1.048,NA,NA
2024-01-25T11:30:00Z,NA,-0.424242424,0.727272727,NA,NA,NA,0.422413793,0.35860231,0.490620491,NA,NA,31.87,8.69,4.328629127,-912.6666667,6.763,287.7,0,1.046,NA,NA
2024-01-25T12:00:00Z,NA,-0.484848485,0.636363636,NA,NA,NA,0.452586207,0.332987859,0.735930736,NA,NA,32.16,10.71,4.303067251,-870.4666667,5.164,282.6,0,1.016,NA,NA
2024-01-25T12:30:00Z,NA,-0.848484848,0.636363636,NA,NA,NA,0.482758621,0.35860231,0.899470899,NA,NA,32.33,7.98,4.47752407,-827.6166667,6.376,301.1,0,0.99,NA,NA
2024-01-25T13:00:00Z,NA,-0.666666667,0.727272727,NA,NA,NA,0.301724138,0.307373408,0.981240981,NA,NA,32.46,10.04,4.409592002,-792.9333333,6.202,281.4,0,0.947,NA,NA
2024-01-25T13:30:00Z,NA,-0.727272727,0.772727273,NA,NA,NA,0.24137931,0.153686704,0.899470899,NA,NA,32.56,10.96,4.389230638,-761.5333333,6.064,294.6,0,0.869,NA,NA
2024-01-25T14:00:00Z,NA,-0.727272727,0.818181818,NA,NA,NA,0.24137931,0.153686704,1.226551227,NA,NA,32.35,10.07,4.380783214,-731.2333333,5.882,267.7,0,0.78,NA,NA
2024-01-25T14:30:00Z,NA,-0.96969697,0.727272727,NA,NA,NA,0.211206897,0.102457803,1.308321308,NA,NA,32.05,11.58,4.234655538,-710.75,6.341,293.8,0,0.706,NA,NA
2024-01-25T15:00:00Z,NA,-0.96969697,0.681818182,NA,NA,NA,0.24137931,-0.204915606,0.981240981,NA,NA,32,11.52,4.225529945,-702.1666667,5.315,277.6,0,0.533,NA,NA
2024-01-25T15:30:00Z,NA,-0.484848485,0.545454545,NA,NA,NA,-0.24137931,-0.153686704,1.226551227,NA,NA,30.87,11.49,3.963469309,-699.4833333,5.835,289.5,0,0.366,NA,NA
2024-01-25T16:00:00Z,NA,-0.727272727,0.681818182,NA,NA,NA,0.060344828,-0.076843352,0.981240981,NA,NA,30.43,12.34,3.827695152,-703.1,5.283,271.6,0,0.336,NA,NA
2024-01-25T16:30:00Z,NA,-0.242424242,0.545454545,NA,NA,NA,0.301724138,0,0.776815777,NA,NA,29.98,14.56,3.635500881,-715.4333333,4.237,277.9,0,0.274,NA,NA
2024-01-25T17:00:00Z,NA,-0.666666667,0.818181818,NA,NA,NA,0.030172414,-0.153686704,0.981240981,NA,NA,29.23,12.29,3.573942372,-738.0666667,4.435,279.4,0,0.223,NA,NA
2024-01-25T17:30:00Z,NA,NA,0.318181818,NA,NA,NA,-0.362068966,-0.512289014,0.817700818,NA,NA,28.08,14.87,3.244469964,-761.4,3.947,249.1,0,0.086,NA,NA
2024-01-25T18:00:00Z,NA,-0.787878788,0.181818182,NA,NA,NA,-0.362068966,-0.461060113,0.327080327,NA,NA,26.57,22.67,2.697135758,-787.4166667,3.311,267.2,0,0.01,NA,NA
2024-01-25T18:30:00Z,NA,-0.484848485,0.181818182,NA,NA,NA,-0.362068966,-0.435445662,0.245310245,NA,NA,25.4,25.2,2.433997789,-819.9833333,3.382,243.5,0,0,NA,NA
2024-01-25T19:00:00Z,NA,-0.484848485,0.272727273,NA,NA,NA,-0.301724138,-0.307373408,0.163540164,NA,NA,24.94,24.94,2.37632636,-850.5,2.84,238.9,0,0,NA,NA
2024-01-25T19:30:00Z,NA,-0.484848485,0.181818182,NA,NA,NA,NA,-0.435445662,NA,NA,NA,24.32,26.22,2.250625603,-878.8333333,2.083,268.1,0,0,NA,NA
2024-01-25T20:00:00Z,NA,-0.363636364,0.136363636,NA,NA,NA,NA,-0.35860231,NA,NA,NA,22.37,27.88,1.955169852,-911.3333333,1.104,266.6,0,0,NA,NA
2024-01-25T20:30:00Z,NA,-0.181818182,0.363636364,NA,NA,NA,NA,-0.102457803,NA,NA,NA,22.62,22.38,2.136552027,-941.1666667,1.407,263,0,0,NA,NA
2024-01-25T21:00:00Z,NA,-0.242424242,0.227272727,NA,NA,NA,NA,-0.204915606,NA,NA,NA,21.74,22.82,2.013343469,-963.8333333,1.308,282.8,0,0,NA,NA
2024-01-25T21:30:00Z,NA,0,0.454545455,NA,NA,NA,NA,0.051228901,NA,NA,NA,22.54,20.06,2.189726144,-990.5,1.486,297.3,0,0,NA,NA
2024-01-25T22:30:00Z,NA,-0.121212121,0.318181818,NA,NA,NA,NA,-0.153686704,NA,NA,NA,23.77,20.03,2.360027095,-1034.5,1.029,274.2,0,0,NA,NA
2024-01-25T23:00:00Z,NA,-0.121212121,0.363636364,NA,NA,NA,NA,-0.102457803,NA,NA,NA,22.71,19.57,2.226049492,-1056.333333,1.311,284.7,0,0,NA,NA
2024-01-25T23:30:00Z,NA,-0.121212121,0.409090909,NA,NA,NA,NA,-0.051228901,NA,NA,NA,22.73,18.83,2.249263189,-1075,1.195,287.5,0,0,NA,NA
2024-01-26T00:00:00Z,NA,-0.121212121,0.363636364,NA,NA,NA,NA,-0.102457803,NA,NA,NA,22.71,18.05,2.268118313,-1091.833333,1.315,297.4,0,0,NA,NA
2024-01-26T00:30:00Z,NA,-0.242424242,0.181818182,NA,NA,NA,NA,-0.076843352,NA,NA,NA,22.31,19.73,2.168170914,-1106.833333,1.17,272.9,0,0,NA,NA
2024-01-26T01:00:00Z,NA,0.121212121,0.454545455,NA,NA,NA,NA,0.102457803,NA,NA,NA,22.17,16.84,2.227128942,-1121.5,1.664,278.4,0,0,NA,NA
2024-01-26T01:30:00Z,NA,0.060606061,0.454545455,NA,NA,NA,NA,0.051228901,NA,NA,NA,22.97,16.82,2.338800591,-1136.333333,1.881,293.9,0,0,NA,NA
2024-01-26T02:00:00Z,NA,-0.121212121,0.363636364,NA,NA,NA,NA,-0.025614451,NA,NA,NA,22.92,16.77,2.333116725,-1150,1.607,261,0,0,NA,NA
2024-01-26T02:30:00Z,NA,-0.484848485,0.363636364,NA,NA,NA,NA,-0.102457803,NA,NA,NA,22.45,17.46,2.248589317,-1161.666667,1.321,250.9,0,0,NA,NA
2024-01-26T03:00:00Z,NA,-0.303030303,0.090909091,NA,NA,NA,NA,-0.281758958,0.245310245,NA,NA,21.3,20.78,2.011526987,-1172.166667,1.148,266.3,0,0,NA,NA
2024-01-26T03:30:00Z,NA,-0.242424242,0.272727273,NA,NA,NA,-0.211206897,-0.051228901,0.245310245,NA,NA,20.24,18.73,1.932945396,-1184.166667,0.677,249.3,0,0,NA,NA
2024-01-26T04:00:00Z,NA,0.060606061,0.454545455,NA,NA,NA,0,0.051228901,0.245310245,NA,NA,21.42,19.17,2.06759004,-1198.5,1.226,238,0,0.002,NA,NA
2024-01-26T04:30:00Z,NA,0.363636364,0.590909091,NA,NA,NA,0.181034483,0.230530056,0.327080327,NA,NA,21.05,17.86,2.053846194,-1213.666667,1.033,292.1,0,0.029,NA,NA
2024-01-26T05:00:00Z,NA,0.848484848,0.727272727,NA,NA,NA,0.512931034,0.870891324,0.327080327,NA,NA,23.08,14.65,2.415878019,-1228.333333,1.085,244.1,0,0.128,NA,NA
2024-01-26T05:30:00Z,NA,0.848484848,0.818181818,NA,NA,NA,0.724137931,0.870891324,0.735930736,NA,NA,25.37,12.97,2.826905951,-1236.666667,0.961,283.2,0,0.234,NA,NA
2024-01-26T06:00:00Z,NA,0.606060606,0.772727273,NA,NA,NA,0.754310345,0.870891324,0.735930736,NA,NA,26.78,12.08,3.104728738,-1236,1.217,335.1,0,0.325,NA,NA
2024-01-26T06:30:00Z,NA,0.424242424,0.818181818,NA,NA,NA,0.603448276,0.819662422,0.735930736,NA,NA,27.57,11.16,3.286341236,-1240.833333,1.766,319.9,0,0.45,NA,NA
2024-01-26T07:00:00Z,NA,0.363636364,0.909090909,NA,NA,NA,0.784482759,0.640361267,0.776815777,NA,NA,28.87,10.67,3.5647776,-1284.5,1.804,20.57,0,0.558,NA,NA
2024-01-26T07:30:00Z,NA,0,1.090909091,NA,NA,NA,0.693965517,0.665975718,0.735930736,NA,NA,29.92,10.01,3.815897775,-1268.166667,2.547,346.7,0,0.66,NA,NA
2024-01-26T08:00:00Z,NA,-0.303030303,0.909090909,NA,NA,NA,0.362068966,0.332987859,1.022126022,NA,NA,30.37,9.07,3.956831029,-1249.166667,3.961,300.4,0,0.754,NA,NA
2024-01-26T08:30:00Z,NA,0,0.863636364,NA,NA,NA,0.693965517,0.614746817,0.899470899,NA,NA,31.18,8.87,4.15370962,-1222.666667,4.199,258.1,0,0.832,NA,NA
2024-01-26T09:00:00Z,NA,-0.484848485,0.909090909,NA,NA,NA,0.663793103,0.461060113,0.817700818,NA,NA,31.69,8.86,4.276610113,-1180.833333,4.612,308.2,0,0.888,NA,NA
2024-01-26T09:30:00Z,NA,-0.242424242,0.954545455,NA,NA,NA,0.301724138,0.435445662,0.776815777,NA,NA,31.9,9.17,4.313214063,-1128.166667,4.69,327.9,0,0.934,NA,NA
2024-01-26T10:00:00Z,NA,-0.242424242,1,NA,NA,NA,0.392241379,0.307373408,0.817700818,NA,NA,32.29,9.79,4.37952722,-1066.666667,4.937,312.8,0,0.974,NA,NA
2024-01-26T10:30:00Z,NA,-0.363636364,1.181818182,NA,NA,NA,0.422413793,0.35860231,0.899470899,NA,NA,32.82,8.95,4.554659995,-1015.166667,4.666,276.6,0,1.013,NA,NA
2024-01-26T11:00:00Z,NA,-0.727272727,0.772727273,NA,NA,NA,0.543103448,0.256144507,0.981240981,NA,NA,33.01,8.71,4.615817067,-969.3333333,5.075,344.9,0,1.013,NA,NA
2024-01-26T11:30:00Z,NA,-0.727272727,0.636363636,NA,NA,NA,0.301724138,0.35860231,0.899470899,NA,NA,33.33,8.72,4.699124705,-916.6666667,5.633,328.6,0,1.039,NA,NA
2024-01-26T12:00:00Z,NA,-0.484848485,0.636363636,NA,NA,NA,0.603448276,0.409831211,0.858585859,NA,NA,33.49,8.3,4.763342599,-865.5666667,5.036,272.7,0,1.022,NA,NA
2024-01-26T12:30:00Z,NA,-0.96969697,0.818181818,NA,NA,NA,0.331896552,0.204915606,1.717171717,NA,NA,33.72,8.51,4.814110377,-815.65,5.341,308.2,0,0.975,NA,NA
2024-01-26T13:00:00Z,NA,-0.606060606,0.818181818,NA,NA,NA,0.301724138,0.102457803,1.022126022,NA,NA,33.44,9.2,4.703376153,-774.6333333,5.415,287.9,0,0.916,NA,NA
2024-01-26T13:30:00Z,NA,-0.484848485,0.681818182,NA,NA,NA,0.452586207,0.179301155,1.226551227,NA,NA,33.26,8.43,4.695548938,-739.05,4.946,275.3,0,0.838,NA,NA
2024-01-26T14:00:00Z,NA,-0.727272727,0.636363636,NA,NA,NA,0.120689655,-0.256144507,1.39009139,NA,NA,32.56,9.43,4.464652054,-712.65,4.912,264.2,0,0.658,NA,NA
2024-01-26T14:30:00Z,NA,NA,0.727272727,NA,NA,NA,0.362068966,-0.153686704,1.267436267,NA,NA,31.95,10.93,4.241657152,-693.1,5.385,288.9,0,0.579,NA,NA
2024-01-26T15:00:00Z,NA,NA,0.090909091,NA,NA,NA,-0.452586207,NA,0.817700818,NA,NA,30.5,17.5,3.616877595,-684.8166667,5.328,253.8,0,0.316,NA,NA
2024-01-26T15:30:00Z,NA,-0.242424242,0.818181818,NA,NA,NA,0.301724138,0,0.94035594,NA,NA,29.36,20.05,3.282342066,-683.2166667,3.909,244.7,0,0.471,NA,NA
2024-01-26T16:00:00Z,NA,NA,0.181818182,NA,NA,NA,NA,NA,1.063011063,NA,NA,28.47,26.34,2.87189165,-697.2,3.28,236.4,0,0.279,NA,NA
2024-01-26T16:30:00Z,NA,-0.96969697,0.090909091,NA,NA,NA,-0.905172414,NA,0.245310245,NA,NA,26.28,37.59,2.139754336,-711.5666667,1.911,176.4,0,0.059,NA,NA
2024-01-26T17:00:00Z,NA,-0.606060606,0.181818182,NA,NA,NA,-0.482758621,-0.409831211,0.367965368,NA,NA,24.68,30.93,2.152934073,-733.35,1.339,264.4,0,0.046,NA,NA
2024-01-26T17:30:00Z,NA,-0.242424242,0.272727273,NA,NA,NA,-0.211206897,-0.102457803,0.408850409,NA,NA,24.8,28.27,2.251966979,-758,3.311,273.6,0,0.022,NA,NA
2024-01-26T18:00:00Z,NA,-0.424242424,0.272727273,NA,NA,NA,-0.181034483,-0.256144507,0.122655123,NA,NA,24.52,33.21,2.061998992,-784.8666667,3.837,287.9,0,0.003,NA,NA
2024-01-26T18:30:00Z,NA,-0.484848485,0.363636364,NA,NA,NA,-0.060344828,-0.153686704,0.163540164,NA,NA,24.15,31.83,2.058359243,-819.1666667,2.746,267,0,0,NA,NA
2024-01-26T19:00:00Z,NA,-0.242424242,0.363636364,NA,NA,NA,NA,-0.051228901,0.163540164,NA,NA,24.04,29.89,2.102974431,-847.5,2.842,262.1,0,0,NA,NA
2024-01-26T19:30:00Z,NA,-0.242424242,0.363636364,NA,NA,NA,NA,-0.102457803,NA,NA,NA,24.1,30.28,2.098839633,-871.1666667,2.018,254,0,0,NA,NA
2024-01-26T20:00:00Z,NA,-0.121212121,0.272727273,NA,NA,NA,NA,NA,NA,NA,NA,24.1,23.76,2.295116661,-899,3.55,281.7,0,0,NA,NA
2024-01-26T20:30:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.14,50.8,1.315226665,-926.8333333,4.39,276.2,0,0,NA,NA
2024-01-26T21:00:00Z,NA,-0.242424242,0.227272727,NA,NA,NA,NA,-0.256144507,NA,NA,NA,19.41,49.53,1.14004538,-947.5,0.477,301.1,0,0,NA,NA
2024-01-26T21:30:00Z,NA,0.121212121,0.272727273,NA,NA,NA,NA,0.051228901,NA,NA,NA,20.03,47.29,1.23745157,-969.5,0.542,22.26,0,0,NA,NA
2024-01-26T22:30:00Z,NA,-0.242424242,0.409090909,NA,NA,NA,NA,-0.102457803,NA,NA,NA,18.59,55.11,0.963312402,-1015.5,0.196,287.5,0,0,NA,NA
2024-01-26T23:00:00Z,NA,0.060606061,0.363636364,NA,NA,NA,NA,0.051228901,NA,NA,NA,18.21,51.35,1.019369803,-1036.5,0.365,249.5,0,0,NA,NA
2024-01-26T23:30:00Z,NA,0.121212121,0.363636364,NA,NA,NA,NA,0,NA,NA,NA,18.58,47.78,1.11990696,-1060.333333,0.246,251.1,0,0,NA,NA
2024-01-27T00:00:00Z,NA,0,0.454545455,NA,NA,NA,NA,0.051228901,NA,NA,NA,18.9,48.39,1.129243403,-1080.333333,0.267,293.3,0,0,NA,NA
2024-01-27T00:30:00Z,NA,0.121212121,0.454545455,NA,NA,NA,NA,0.025614451,NA,NA,NA,18.76,49.87,1.087286571,-1098.833333,0.441,263.3,0,0,NA,NA
2024-01-27T01:00:00Z,NA,0.242424242,0.5,NA,NA,NA,NA,0.102457803,NA,NA,NA,18.74,46.64,1.155893691,-1115.333333,1.044,245.7,0,0,NA,NA
2024-01-27T01:30:00Z,NA,0.121212121,0.363636364,NA,NA,NA,NA,0.153686704,NA,NA,NA,19.64,45.92,1.239216461,-1131.666667,1.384,283.7,0,0,NA,NA
2024-01-27T02:00:00Z,NA,0.121212121,0.409090909,NA,NA,NA,NA,0.025614451,NA,NA,NA,18.56,43.81,1.203536058,-1145.5,1.364,258.4,0,0,NA,NA
2024-01-27T02:30:00Z,NA,-0.121212121,0.272727273,NA,NA,NA,NA,-0.153686704,NA,NA,NA,18.81,47.07,1.151618053,-1157.5,1.039,267.2,0,0,NA,NA
2024-01-27T03:00:00Z,NA,-0.242424242,0.272727273,NA,NA,NA,-0.120689655,-0.153686704,NA,NA,NA,18.03,53.24,0.968726875,-1169.166667,1.245,302.8,0,0,NA,NA
2024-01-27T03:30:00Z,NA,0,0.363636364,NA,NA,NA,0,0.102457803,0.163540164,NA,NA,17.17,52.63,0.92943476,-1180.333333,1.388,278.5,0,0,NA,NA
2024-01-27T04:00:00Z,NA,0.060606061,0.454545455,NA,NA,NA,0.060344828,0,0,NA,NA,17.86,52.71,0.969262138,-1194.166667,0.541,258.8,0,0.003,NA,NA
2024-01-27T04:30:00Z,NA,0.121212121,0.318181818,NA,NA,NA,0.060344828,0.102457803,0.286195286,NA,NA,18.13,52.07,0.999239526,-1206.166667,0.5,211.7,0,0.016,NA,NA
2024-01-27T05:00:00Z,NA,-0.121212121,0.454545455,NA,NA,NA,0,0.051228901,0,NA,NA,18.09,53.22,0.972811094,-1218.166667,0.145,263.4,0,0.03,NA,NA
2024-01-27T05:30:00Z,NA,0.848484848,0.727272727,NA,NA,NA,0.482758621,0.691590169,0.081770082,NA,NA,19.6,44.55,1.267449904,-1226,0.008,70.2,0,0.152,NA,NA
2024-01-27T06:00:00Z,NA,0.848484848,0.727272727,NA,NA,NA,0.603448276,0.768433521,0.572390572,NA,NA,22.11,42.03,1.546832338,-1223,0.949,73,0,0.329,NA,NA
2024-01-27T06:30:00Z,NA,0.484848485,0.636363636,NA,NA,NA,0.573275862,0.665975718,0.899470899,NA,NA,22.54,40.48,1.630379036,-1239.833333,1.347,89.7,0,0.449,NA,NA
2024-01-27T07:00:00Z,NA,0.121212121,0.818181818,NA,NA,NA,0.24137931,0.589132366,0.817700818,NA,NA,23.21,41.2,1.677527521,-1280.5,1.463,54.24,0,0.488,NA,NA
